timestamp,bag_id,color,x,y,movement,still_frames,on_board,in_hole
2026-03-24T07:38:39.638790,36,blauw,881,117,999,0,0,0
2026-03-24T07:38:39.790837,28,wit,1228,680,22.2036,0,0,0
2026-03-24T07:38:39.791251,37,wit,1264,565,999,0,0,0
2026-03-24T07:38:39.791371,38,wit,963,325,999,0,1,0
2026-03-24T07:38:39.791474,39,wit,759,287,999,0,1,0
2026-03-24T07:38:39.791574,27,blauw,1033,64,31.0161,0,0,0
2026-03-24T07:38:39.791731,3,wit,867,78,40.3609,0,0,0
2026-03-24T07:38:39.791881,18,blauw,668,20,31.1448,0,0,0
2026-03-24T07:38:39.792025,40,wit,554,7,999,0,0,0
2026-03-24T07:38:39.792125,41,wit,330,26,999,0,0,0
2026-03-24T07:38:39.792222,42,wit,204,42,999,0,0,0
2026-03-24T07:38:39.792316,43,blauw,770,549,999,0,1,0
2026-03-24T07:38:39.792408,44,blauw,646,476,999,0,1,0
2026-03-24T07:38:39.792500,45,blauw,750,444,999,0,1,0
2026-03-24T07:38:39.792593,46,blauw,1153,294,999,0,1,0
2026-03-24T07:38:39.792685,24,wit,1077,64,37.4833,0,0,0
2026-03-24T07:38:39.792829,30,blauw,1006,99,41.3401,0,0,0
2026-03-24T07:38:39.942743,28,wit,1264,666,38.6264,0,0,0
2026-03-24T07:38:39.943415,47,wit,1026,450,999,0,1,0
2026-03-24T07:38:39.943603,48,wit,1271,417,999,0,0,0
2026-03-24T07:38:39.943706,29,blauw,1061,124,51.4782,0,0,0
2026-03-24T07:38:39.943954,11,wit,1215,209,47.0106,0,0,0
2026-03-24T07:38:39.944564,49,blauw,1219,87,999,0,0,0
2026-03-24T07:38:39.944755,24,wit,1055,65,22.0227,0,0,0
2026-03-24T07:38:39.944920,50,blauw,1120,34,999,0,0,0
2026-03-24T07:38:40.088730,51,wit,48,621,999,0,0,0
2026-03-24T07:38:40.089050,4,roze,151,593,32.45,0,0,0
2026-03-24T07:38:40.089333,52,wit,615,662,999,0,0,0
2026-03-24T07:38:40.089441,37,wit,1269,602,37.3363,0,0,0
2026-03-24T07:38:40.089590,53,wit,988,256,999,0,1,0
2026-03-24T07:38:40.089687,49,blauw,1276,94,57.4282,0,0,0
2026-03-24T07:38:40.089825,15,roze,32,702,20.3961,0,0,0
2026-03-24T07:38:40.089964,54,blauw,872,617,999,0,1,0
2026-03-24T07:38:40.090056,55,blauw,830,469,36.1386,0,1,0
